6218,activityBoard,Event Notice  ,Thông báo hoạt động,Pengumuman aktiviti  ,Event Notice  ,Pengumuman Aktivitas,ประกาศกิจกรรม  ,Anunsyo ng Aktibidad  
6219,updateContent,Update Content  ,Nội dung cập nhật,Kandungan kemaskini  ,Update Content  ,Isi Pembaruan,เนื้อหาอัปเดต  ,Update na Nilalaman  
6220,alredyKnow,Got it.  ,Tôi đã biết.,Saya sudah tahu  ,Got it.  ,Saya Tahu.,รับทราบ  ,Naiintindihan ko  
6221,todayNotNotice,No more reminders for today  ,Hôm nay không còn nhắc nhở,Tiada peringatan hari ini  ,No more reminders for today  ,Hari Ini Tidak Ada Peringatan Lagi,วันนี้จะไม่มีการเตือนอีก  ,Walang paalala ngayong araw  
6222,theRound,Round %02d/%02d  ,Vòng %02d/%02d,Pusingan %02d/%02d  ,Round %02d/%02d  ,Putaran %02d/%02d,รอบที่ %02d/%02d  ,Round %02d/%02d  
6223,leftRounds,%s rounds remaining  ,%s vòng còn lại,%s pusingan tinggal  ,%s rounds remaining  ,%s Sisa Putaran,เหลือ %s รอบ  ,%s natitirang round  
6224,noEffect,No effect  ,Không có hiệu quả,Tiada kesan  ,No effect  ,Tidak Ada Efek,ไม่มีผล  ,Walang epekto  
6225,canResist,Resist  ,Chống cự,Tahan  ,Resist  ,Pertahanan,ต้านทาน  ,Paglaban  
6226,canCounter,Counter  ,Khắc chế,Kelemahan  ,Counter  ,Kontra,แพ้ทาง  ,Counter  
6227,reveiveLeftDay,Monthly card remaining duration:  ,Thời gian hiệu lực còn lại của thẻ tháng:,Masa sah kad bulanan:  ,Monthly card remaining duration:  ,Sisa Waktu Berlaku Kartu Bulanan:,เวลาคงเหลือของบัตรรายเดือน:  ,Natitirang bisa ng Monthly Card:  
6228,reveivedToday,Received today  ,Hôm nay đã nhận.,Hari ini sudah terima  ,Received today  ,Hari Ini Sudah Diterima.,รับแล้ววันนี้  ,Natanggap na ngayon  
6229,monthCardBuySuccess,Monthly card purchase successful  ,Mua thẻ tháng thành công,Beli kad bulanan berjaya  ,Monthly card purchase successful  ,Pembelian Kartu Bulanan Berhasil,ซื้อบัตรรายเดือนสำเร็จ  ,Matagumpay na nabili ang Monthly Card  
6230,monthCardNotHave,Monthly card not owned  ,Chưa sở hữu thẻ tháng này,Belum miliki kad bulanan ini  ,Monthly card not owned  ,Belum Memiliki Kartu Bulanan Ini,ยังไม่มีบัตรรายเดือนนี้  ,Wala ka pang Monthly Card na ito  
6231,cardStarSuccess,Promotion successful  ,Nâng cao thành công,Peningkatan berjaya  ,Promotion successful  ,Peningkatan Berhasil,อัปเกรดสำเร็จ  ,Matagumpay na na-upgrade  
6232,cardDevelopSuccess,Awakening successful  ,Giác ngộ thành công,Pencerahan berjaya  ,Awakening successful  ,Pencerahan Berhasil,ปลุกพลังสำเร็จ  ,Matagumpay na na-awaken  
6233,cardLevelArrive,Hero level reached %s%d/%d  ,Cấp anh hùng đạt tới %s%d/%d,Tahap wira capai %s%d/%d  ,Hero level reached %s%d/%d  ,Level Pahlawan Telah Mencapai %s%d/%d,เลเวลฮีโร่ถึง %s%d/%d  ,Hero level umabot sa %s%d/%d  
6234,cardStarArrive,Star upgrade reached  ,Thăng sao đạt tới,Naik bintang capai  ,Star upgrade reached  ,Naik Bintang Mencapai,อัปดาวถึงแล้ว  ,Naabot ang Star Up  
6235,cardAdvanceArrive,Breakthrough to %s%s%s  ,Đột phá tới %s%s%s,Pecah tahap capai %s%s%s  ,Breakthrough to %s%s%s  ,Terobosan Mencapai %s%s%s,ทะลวงระดับถึง %s%s%s  ,Naabot ang Breakthrough %s%s%s  
6236,appearBranch,Appeared  ,Xuất hiện,Muncul  ,Appeared  ,Muncul,ปรากฏ  ,Lumitaw  
6237,directBuyGiftDailyBuy,(Daily purchase limit %d/%d)  ,(Hạn mua mỗi ngày %d/%d),(Had pembelian harian %d/%d)  ,(Daily purchase limit %d/%d)  ,(Batas Pembelian Setiap Hari %d/%d),(จำกัดการซื้อรายวัน %d/%d)  ,(Araw-araw na limit sa pagbili %d/%d)  
6238,directBuyGiftOnetimeBuy,(Purchase limit %d/%d)  ,(Hạn mua %d/%d),(Had pembelian %d/%d)  ,(Purchase limit %d/%d)  ,(Batas Pembelian %d/%d),(จำกัดการซื้อ %d/%d)  ,(Limit sa pagbili %d/%d)  
6239,directBuyGiftTip,#C0xFFFC00#%s#C0x55504D# Price: %s Tokens  ,#C0xFFFC00#%s#C0x55504D# Giá là %s Kim phiếu,#C0xFFFC00#%s#C0x55504D# Harga ialah %s Tiket Emas  ,#C0xFFFC00#%s#C0x55504D# Price: %s Tokens  ,#C0xFFFC00#%s#C0x55504D# Harga %s Koin Emas,#C0xFFFC00#%s#C0x55504D# ราคา %s คูปองทอง  ,#C0xFFFC00#%s#C0x55504D# Presyo ay %s Vouchers  
6240,theWave,Batch %02d/%02d  ,Đợt %02d/%02d,Pusingan %02d/%02d  ,Batch %02d/%02d  ,Putaran %02d/%02d,รอบที่ %02d/%02d  ,Batch %02d/%02d  
6241,spriteEvolutionLevelNotEnough,Hero rank not sufficient!  ,Anh hùng cấp bậc chưa đủ!,Tahap wira belum mencukupi!  ,Hero rank not sufficient!  ,Level Pahlawan Belum Cukup!,ระดับฮีโร่ไม่เพียงพอ!  ,Hindi sapat ang Hero rank!  
6242,spriteEvolutionAdvanceNotEnough,Hero breakthrough level insufficient!  ,Anh hùng có cấp độ đột phá không đủ!,Tahap pecah wira belum cukup!  ,Hero breakthrough level insufficient!  ,Pahlawan Tidak Cukup Untuk Terobosan Level!,เลเวลทะลวงของฮีโร่ไม่เพียงพอ!  ,Hindi sapat ang Breakthrough level ng Hero!  
6243,spriteEvolutionStarNotEnough,Hero star level insufficient!  ,Anh hùng không đủ cấp sao!,Bintang wira tidak cukup!  ,Hero star level insufficient!  ,Pahlawan Tidak Cukup Untuk Naik Bintang!,ดาวของฮีโร่ไม่เพียงพอ!  ,Hindi sapat ang Star level ng Hero!
6244,summary,Introduction  ,Giới thiệu,Pengenalan  ,Introduction  ,Pengenalan,แนะนำ  ,Panimula  
6245,uniqueSkill,Special skill  ,Chiêu thức đặc biệt,Serangan istimewa  ,Special skill  ,Gerakan Khusus,ท่าพิเศษ  ,Espesyal na Kasanayan  
6246,personalInfo,Profile  ,Thông tin cá nhân,Maklumat peribadi  ,Profile  ,Informasi Pribadi,ข้อมูลส่วนตัว  ,Impormasyon ng Personalidad  
6247,spriteRename,Edit hero name  ,Sửa đổi tên anh hùng,Ubah nama wira  ,Edit hero name  ,Ubah Nama Pahlawan,แก้ไขชื่อฮีโร่  ,Baguhin ang Pangalan ng Bayani  
6248,roleRename,Change commander name  ,Thay đổi tên chỉ huy,Tukar nama komander  ,Change commander name  ,Ubah Nama Pemimpin,เปลี่ยนชื่อ,Palitan ang Pangalan ng Kumander  
6249,roleLevel,Commander rank  ,Cấp bậc chỉ huy,Tahap komander  ,Commander rank  ,Level Pemimpin,ระดับนายพล  ,Ranggo ng Kumander  
6250,exps,Experience points  ,Điểm kinh nghiệm,Mata pengalaman  ,Experience points  ,Poin Pengalaman,ค่าประสบการณ์  ,Karansan (EXP)  
6251,getAwards,Item acquired  ,Thu hoạch được vật phẩm,Hasil bahan diperoleh  ,Item acquired  ,Kumpulkan Item,ได้รับไอเทม  ,Nakuhang Item  
6252,allSprite,All heroes  ,Toàn bộ tướng,Keseluruhan wira  ,All heroes  ,Semua Pahlawan,ฮีโร่ทั้งหมด  ,Lahat ng Bayani  
6253,someSprite,%s Hero Type  ,%s Hệ anh hùng,%s Sistem wira  ,%s Hero Type  ,%s Sistem Pahlawan,%s ระบบฮีโร่  ,%s Uri ng Bayani  
6254,withoutSomeFigure,No %s Appearance  ,Không %s Hình tượng,Tiada %s Imej  ,No %s Appearance  ,Tidak %s Ikon,ไม่มีรูปแบบ %s  ,Walang Imahe ng %s  
6255,canExchangeTImes,Exchange attempts available (%d/%d)  ,Số lần quy đổi được (%d/%d),Kali penukaran tersedia (%d/%d)  ,Exchange attempts available (%d/%d)  ,Jumlah Konversi yang Tersedia (%d/%d),จำนวนครั้งแลกเปลี่ยนได้ (%d/%d)  ,Bilang ng pag-redeem (%d/%d)  
6256,changesHaveBeenDetectedLogo,"Detected avatar change, exit without saving?  ","Kiểm tra thấy có thay đổi ảnh đại diện, không lưu và thoát?","Terdapat perubahan avatar, tidak simpan dan keluar?  ","Detected avatar change, exit without saving?  ","Pemeriksaan Menemukan Perubahan Gambar Profil, Tidak Simpan dan Keluar?",ตรวจพบการเปลี่ยนรูปโปรไฟล์ ไม่บันทึกและออก?  ,"May nakita kang pagbabago sa larawan ng avatar, hindi pa nasasave. Lumabas?  "
6257,framePreview,Avatar frame preview  ,Ảnh đại diện khung xem trước,Pratonton bingkai avatar  ,Avatar frame preview  ,Gambar Profil Pratinjau,ดูตัวอย่างกรอบรูปโปรไฟล์  ,Preview ng Frame ng Avatar  
6258,logoPreview,Avatar preview  ,Ảnh đại diện xem trước,Pratonton avatar  ,Avatar preview  ,Pratinjau Gambar Profil,ดูตัวอย่างรูปโปรไฟล์  ,Preview ng Avatar  
6259,spaceAttribute,Attributes  ,Thuộc tính,Atribut  ,Attributes  ,Atribut,คุณสมบัติ  ,Katangian  
6260,spaceSpeciality,Traits  ,Đặc tính,Ciri  ,Traits  ,Karakteristik,ลักษณะพิเศษ  ,Katangian  
6261,spaceSkill,Skills  ,Kỹ năng,Kemahiran  ,Skills  ,Keterampilan,สกิล  ,Kasanayan  
6262,auto,Auto  ,Tự động,Automatik  ,Auto  ,Otomatis,Auto,Awtomatiko  
6263,manual,Manual  ,Thủ công,Manual  ,Manual  ,Manual,บังคับ,Manu-mano  
6264,canUnlock,Unlocked  ,được mở khóa,Telah dibuka kunci  ,Unlocked  ,Telah Dibuka,ปลดล็อกแล้ว  ,Na-unlock  
6265,notUnlock,Locked  ,Chưa được mở khóa,Belum dibuka kunci  ,Locked  ,Belum Dibuka,ยังไม่ปลดล็อก  ,Hindi pa na-unlock  
6266,spaceActive,Activated  ,Kích hoạt,Aktifkan  ,Activated  ,Aktifkan,เปิดใช้งาน  ,Aktibo  
6267,frameNotUnlock,"Avatar not unlocked, cannot save  ","Chưa mở khóa avatar, không thể lưu","Avatar belum dibuka kunci, tidak dapat simpan  ","Avatar not unlocked, cannot save  ","Belum Dibuka Avatar, Tidak Bisa Disimpan",ยังไม่ปลดล็อกอวาตาร์ ไม่สามารถบันทึกได้  ,"Hindi pa na-unlock ang avatar, hindi maaaring i-save  "
6268,logoNotUnlock,"Avatar frame not unlocked, cannot save  ","Chưa mở khóa avatar, không thể lưu","Avatar belum dibuka kunci, tidak dapat simpan  ","Avatar frame not unlocked, cannot save  ","Belum Dibuka Avatar, Tidak Bisa Disimpan",ยังไม่ปลดล็อกอวาตาร์ ไม่สามารถบันทึกได้  ,"Hindi pa na-unlock ang avatar, hindi maaaring i-save  "
6269,hot,[Hot]  ,[Hot],[Hot]  ,[Hot]  ,[Hot],[ฮอต]  ,[Mainit]  
6270,fluency,[Smooth]  ,[Mượt],[Lancar]  ,[Smooth]  ,[Halus],[ลื่นไหล]  ,[Swabe]  
6271,preserve,[Maintenance]  ,[Bảo trì],[Penyelenggaraan]  ,[Maintenance]  ,[Perawatan],[ปิดปรับปรุง]  ,[Pagpapanatili]  
6272,rareFigure,Rare image  ,Hình ảnh hiếm có,Gambar jarang  ,Rare image  ,Gambar Langka,ภาพหายาก  ,Rare na Imahe  
6273,serverLastLogin,District %d %s  ,%d quận %s,%d daerah %s  ,District %d %s  ,%d Distrik %s,เขต %d %s  ,%d Distrito %s  
6274,myServer,My server  ,Máy chủ của tôi,Pelayan saya  ,My server  ,Server Saya,เซิร์ฟเวอร์ของฉัน  ,Aking Server  
6275,serverIndex,%d-%d merge  ,%d-%d phục,%d-%d pemulihan  ,%d-%d merge  ,%d-%d Pemulihan,%d-%d เซิร์ฟ  ,%d-%d Channel  
6276,handbookTitle,Gallery  ,Đồ giám,Barang pengawasan  ,Gallery  ,Pangkalan Data,สารานุกรม  ,Dex  
6277,levelUp,Awaken  ,Thức tỉnh,Bangkit  ,Awaken  ,Pencerahan,ปลุกพลัง  ,Pagkagising  
6278,alreadyHas,Owned  ,Đã sở hữu,Telah dimiliki  ,Owned  ,Telah Memiliki,เป็นเจ้าของแล้ว  ,Nasa Pagmamay-ari na  
6279,normalFigure,Normal image  ,Hình ảnh thông thường,Gambar biasa  ,Normal image  ,Gambar Normal,ภาพทั่วไป  ,Karaniwang Imahe  
6280,whichServer,Region %d  ,Khu vực %d,Wilayah %d  ,Region %d  ,Area %d,โซน %d  ,Rehiyon %d  
6281,addedBonus,Bonus reward  ,Phần thưởng bổ sung,Hadiah tambahan  ,Bonus reward  ,Hadiah Tambahan,รางวัลพิเศษ  ,Bonus na Gantimpala  
6282,staminaNotEnoughNotSweep,"Not enough stamina, cannot sweep  ","Không đủ thể lực, không thể quét qua","Tenaga tidak cukup, tidak boleh melintasi  ","Not enough stamina, cannot sweep  ","Stamina Tidak Cukup, Tidak Bisa Pemindaian",พลังงานไม่เพียงพอ ไม่สามารถกวาดล้างได้  ,"Hindi sapat ang Stamina, hindi maaaring magsagawa ng Sweep  "
6283,saodangMultiRoleNotEnough,"Insufficient adventure license level, cannot sweep multiple times!  ","Cấp độ giấy phép phiêu lưu không đủ, không thể quét nhiều lần!","Tahap lesen pengembaraan tidak cukup, tidak boleh melintasi berkali-kali!  ","Insufficient adventure license level, cannot sweep multiple times!  ","Level Lisensi Petualangan Tidak Cukup, Tidak Bisa Pemindaian Banyak Kali!",เลเวลใบอนุญาตผจญภัยไม่เพียงพอ ไม่สามารถกวาดหลายครั้งได้!  ,"Hindi sapat ang antas ng Adventure Pass, hindi maaaring magsagawa ng maraming Sweep!  "
6284,changesHaveBeenDetectedFrame,"Detected frame change, exit without saving?  ","Phát hiện có thay đổi khung ảnh đại diện, không lưu và thoát?","Dikesan perubahan bingkai avatar, tidak simpan dan keluar?  ","Detected frame change, exit without saving?  ","Pemeriksaan Menemukan Perubahan Gambar Profil, Tidak Simpan dan Keluar?",ตรวจพบการเปลี่ยนกรอบรูปโปรไฟล์ ไม่บันทึกและออก?  ,"May nakita kang pagbabago sa frame ng avatar, hindi pa nasasave. Lumabas?  "
6285,breakfast,Breakfast  ,Bữa sáng,Sarapan  ,Breakfast  ,Sarapan,อาหารเช้า  ,Almusal  
6286,launch,Lunch  ,Bữa trưa,Makan tengah hari  ,Lunch  ,Makan Siang,อาหารกลางวัน  ,Tanghalian  
6287,dinner,Dinner  ,Bữa tối,Makan malam  ,Dinner  ,Makan Malam,อาหารเย็น  ,Hapunan  
6288,supper,Supper  ,Bữa khuya,Snek malam  ,Supper  ,Makan Malam Dini,อาหารมื้อดึก  ,Midnight Snack  
6289,cakeNameTime,%s%d:00-%d:00  ,%s%d:00-%d:00,%s%d:00-%d:00  ,%s%d:00-%d:00  ,%s%d:00-%d:00,%s%d:00-%d:00  ,%s%d:00-%d:00  
6290,currTimeEat,"It's mealtime, recover %d stamina after eating  ","Hiện tại là giờ ăn, ăn xong được hồi phục %d điểm thể lực","Sekarang waktu makan, selepas makan pulih %d tenaga  ","It's mealtime, recover %d stamina after eating  ","Saat ini adalah waktu makan, setelah makan stamina Anda akan dipulihkan sebesar %d poin",ขณะนี้เป็นเวลาอาหาร ฟื้นฟูพลังงาน %d แต้มหลังรับประทาน  ,"Oras na ng pagkain, pagkatapos kumain ay mare-restore ang %d stamina  "
6291,pastTimeEat,"Mealtime passed, compensation recovers %d stamina  ","Đã qua giờ ăn, nhận bồi thường được hồi phục %d điểm thể lực","Lewat waktu makan, terima gantian pulih %d tenaga  ","Mealtime passed, compensation recovers %d stamina  ","Waktu makan sudah lewat, menerima kompensasi stamina sebesar %d poin",เลยเวลาอาหารแล้ว รับการชดเชย ฟื้นฟูพลังงาน %d แต้ม  ,"Lumampas na ang oras ng pagkain, makakatanggap ka ng %d stamina bilang kabayaran  "
6292,notCurrTimeEat,"Not mealtime yet, please wait a bit longer!  ","Chưa đến giờ ăn, vui lòng đợi một chút nữa!","Belum waktu makan, sila tunggu sebentar!  ","Not mealtime yet, please wait a bit longer!  ","Belum Waktu Makan, Harap Tunggu Sebentar Lagi!",ยังไม่ถึงเวลาอาหาร กรุณารอสักครู่!  ,"Hindi pa oras ng pagkain, mangyaring maghintay pa  "
6293,handbookBreakTitle,%s collected %d %s%s%s heroes  ,%s thu thập %d cái %s%s%s anh hùng,%s mengumpul %d %s%s%s wira  ,%s collected %d %s%s%s heroes  ,%s mengumpulkan %d buah %s%s%s pahlawan,%s เก็บสะสม %d ชิ้น %s%s%s ฮีโร่  ,%s ay nakolekta ng %d %s%s%s na bayani  
6294,handbookBreakContent,%s All heroes %s enhanced  ,%s Tất cả anh hùng %s tăng cường,%s Semua wira %s peningkatan  ,%s All heroes %s enhanced  ,%s Semua Pahlawan %s Penguatan,%s ฮีโร่ทั้งหมด %s เพิ่มพลัง  ,Lahat ng %s na Bayani %s ay napalakas  
6295,arrivalLevelOpen,Lv.%d unlocks  ,Lv.%d mở khóa,Lv.%d buka kunci  ,Lv.%d unlocks  ,Lv.%d membuka kunci,Lv.%d ปลดล็อก  ,Lv.%d Magbubukas  
6296,addBlackListSuccess,Successfully added to blacklist  ,Thêm vào danh sách đen thành công,Berjaya tambah ke senarai hitam  ,Successfully added to blacklist  ,Menambahkan ke Daftar Hitam Berhasil,เพิ่มในบัญชีดำสำเร็จ  ,Matagumpay na nadagdag sa blacklist  
6297,removeBlackListSuccess,Successfully removed from blacklist  ,Loại bỏ khỏi danh sách đen thành công,Berjaya keluarkan dari senarai hitam  ,Successfully removed from blacklist  ,Menghapus dari Daftar Hitam Berhasil,ลบออกจากบัญชีดำสำเร็จ  ,Matagumpay na natanggal sa blacklist  
6298,unBlackList,Unblock  ,Hủy bỏ chặn,Batalkan blok  ,Unblock  ,Batalkan Pemblokiran,ยกเลิกการบล็อก  ,I-unblock  
6299,spaceBlackList,Block  ,Chặn,Blok  ,Block  ,Pemblokiran,บล็อก  ,I-block  
6300,logoWasSavedSuccessfully,Avatar saved successfully  ,Lưu ảnh đại diện thành công,Simpan avatar berjaya  ,Avatar saved successfully  ,Simpan Gambar Profil Berhasil,บันทึกรูปโปรไฟล์สำเร็จ  ,Matagumpay na nasave ang avatar  
6301,frameWasSavedSuccessfully,Avatar frame saved successfully  ,Lưu khung ảnh đại diện thành công,Simpan bingkai avatar berjaya  ,Avatar frame saved successfully  ,Simpan Kerangka Gambar Profil Berhasil,บันทึกกรอบรูปโปรไฟล์สำเร็จ  ,Matagumpay na nasave ang avatar frame  
6302,logoHasBeenSaved,Avatar already saved  ,Ảnh đại diện đã lưu,Avatar telah disimpan  ,Avatar already saved  ,Gambar Profil Disimpan,บันทึกรูปโปรไฟล์แล้ว  ,Avatar nasave na  
6303,frameHasBeenSaved,Avatar frame already saved  ,Khung ảnh đại diện đã lưu,Bingkai avatar telah disimpan  ,Avatar frame already saved  ,Kerangka Gambar Profil Disimpan,บันทึกกรอบรูปโปรไฟล์แล้ว  ,Avatar frame nasave na  
6304,breakSuccess,Breakthrough successful  ,Thành công đột phá,Berjaya pecah tahap  ,Breakthrough successful  ,Terobosan Berhasil,ทะลวงระดับสำเร็จ  ,Matagumpay na Breakthrough  
6305,talentTreeUnlockCondition,"Unlock condition: Invest in the %s training tree with %d training points, all previous training trees must be unlocked, and team level reaches %d.","Điều kiện mở khóa: Đầu tư vào cây huấn luyện %s số điểm huấn luyện là %d và tất cả các cây huấn luyện trước đó đều đã mở khóa, cấp đội đạt %d","Syarat buka kunci: Laburkan dalam pokok latihan %s dengan %d mata latihan, semua pokok latihan sebelumnya mesti dibuka kunci, dan tahap pasukan mesti mencapai %d.","Unlock condition: Invest in the %s training tree with %d training points, all previous training trees must be unlocked, and team level reaches %d.","Syarat membuka kunci: Investasikan pada pohon pelatihan %s dengan %d poin pelatihan, semua pohon pelatihan sebelumnya harus sudah terbuka, dan level tim harus mencapai %d.",เงื่อนไขการปลดล็อก: ลงทุนในต้นฝึกฝน %s ด้วยแต้มฝึกฝนจำนวน %d และต้องปลดล็อกต้นฝึกฝนก่อนหน้านี้ทั้งหมด ระดับทีมต้องถึง %d,"Kondisyon para ma-unlock: Mag-invest sa %s training tree gamit ang %d training points, lahat ng nakaraang training trees ay dapat naka-unlock, at umabot ang team level sa %d."
6306,currTreeCostTalentPoint,Currently invested %d training points into training tree  ,Hiện tại đã đầu tư %d điểm huấn luyện vào cây huấn luyện,Kini telah melabur %d mata latihan ke pokok latihan  ,Currently invested %d training points into training tree  ,Saat ini telah menginvestasikan %d poin pelatihan ke pohon pelatihan,ขณะนี้ได้ลงทุน %d คะแนนฝึกฝนในต้นฝึกฝน  ,Sa kasalukuyan ay na-invest na ng %d Training Points sa Training Tree  
6307,teamReachTargetLevel,Team level reaches %d  ,Cấp đội đạt %d,Tahap pasukan mencapai %d  ,Team level reaches %d  ,Level tim mencapai %d,เลเวลทีมถึง %d  ,Team Level umabot ng %d  
6308,talentLevelReach,Previous training level reached  ,Cấp độ huấn luyện trước đạt,Tahap latihan sebelumnya mencapai  ,Previous training level reached  ,Level pelatihan sebelumnya mencapai,ระดับฝึกฝนก่อนหน้านี้ถึง  ,Nakaraang Training Level naabot na  
6309,talentLevel,Level: %d/%d  ,Cấp độ: %d/%d,Tahap: %d/%d  ,Level: %d/%d  ,Level: %d/%d,ระดับ: %d/%d  ,Level: %d/%d  
6310,talent,Training  ,Huấn luyện,Latihan  ,Training  ,Pelatihan,ฝึกฝน  ,Pagsasanay  
6311,levelUnLock,LV.%d unlocks next chapter  ,LV.%d mở khóa chương tiếp theo,LV.%d buka kunci bab seterusnya  ,LV.%d unlocks next chapter  ,LV.%d membuka bab selanjutnya,LV.%d ปลดล็อกบทถัดไป  ,LV.%d Magbubukas ang susunod na kabanata  
6312,commonTextOk,Confirm  ,Xác nhận,Sahkan  ,Confirm  ,Konfirmasi,ยืนยัน  ,Kumpirmahin  
6313,commonTextGet,Claim  ,Nhận,Terima  ,Claim  ,Dapatkan,รับ  ,Kunin  
6314,playmindgames,Battle  ,Chiến,Bertempur  ,Battle  ,Perang,ต่อสู้  ,Laban  
6315,acquiringWay,%s received  ,%s nhận được,%s diperoleh  ,%s received  ,%s mendapatkan,%s ได้รับ  ,%s natanggap  
6316,deleteFriend,"After removing friend, you will also be removed from their friend list  ","Sau khi xóa bạn bè, bạn sẽ đồng thời biến mất khỏi danh sách bạn bè của đối phương","Selepas memadam kawan, anda juga akan hilang dari senarai kawan pihak lawan  ","After removing friend, you will also be removed from their friend list  ","Setelah menghapus teman, Anda juga akan hilang dari daftar teman lawan",หลังจากลบเพื่อน คุณจะถูกลบจากรายชื่อเพื่อนของอีกฝ่ายด้วย  ,"Kapag tinanggal mo ang isang kaibigan, mawawala ka rin sa kanyang friend list  "
6317,pvpResetTime,Instant cooldown  ,Làm mát ngay lập tức,Sejukkan segera  ,Instant cooldown  ,Segera Dinginkan,รีเซ็ตทันที  ,Instant Cooldown  
6318,pvpBuyTime,Number of purchases  ,Số lần mua,Bilangan pembelian  ,Number of purchases  ,Jumlah Pembelian,จำนวนครั้งที่ซื้อ  ,Bilang ng Pagbili  
6319,rankPointRule,"#C0x55504D# (Victory in challenge +#C0xEF3453#2#C0x55504D# points, defeat +#C0xEF3453#1#C0x55504D#, VIP5 or Lv.45+ gain #C0xEF3453#2#C0x55504D# points even when losing)  ","#C0x55504D# (Điểm chiến thắng khi thử thách chủ động #C0xEF3453# +2#C0x55504D#, điểm thất bại #C0xEF3453# +1#C0x55504D#, đạt VIP5 hoặc cấp độ 45 trở lên sẽ nhận điểm khi thất bại #C0xEF3453# +2#C0x55504D#)","#C0x55504D# (Mata kemenangan cabaran aktif #C0xEF3453# +2#C0x55504D#, mata kegagalan #C0xEF3453# +1#C0x55504D#, capai VIP5 atau tahap 45 ke atas dapat mata kegagalan #C0xEF3453# +2#C0x55504D#)  ","#C0x55504D# (Victory in challenge +#C0xEF3453#2#C0x55504D# points, defeat +#C0xEF3453#1#C0x55504D#, VIP5 or Lv.45+ gain #C0xEF3453#2#C0x55504D# points even when losing)  ","#C0x55504D# (Poin kemenangan saat mencoba tantangan aktif #C0xEF3453# +2#C0x55504D#, poin kekalahan #C0xEF3453# +1#C0x55504D#, mencapai VIP5 atau level 45 atau lebih akan menerima poin pada kekalahan #C0xEF3453# +2#C0x55504D#)","#C0x55504D# (แต้มชนะเมื่อท้าทายเอง #C0xEF3453# +2#C0x55504D#, แต้มแพ้ #C0xEF3453# +1#C0x55504D#, หากถึง VIP5 หรือเลเวล 45 จะได้รับแต้มเมื่อแพ้ #C0xEF3453# +2#C0x55504D#)  ","#C0x55504D# (Victory points kapag nag-challenge nang manual #C0xEF3453# +2#C0x55504D#, talo +1 point #C0xEF3453#, kung VIP5 o Level 45 pataas ay makakakuha ng +2 point kahit talo #C0x55504D#)"
6320,before,Previous  ,Trước,Sebelum  ,Previous  ,Sebelumnya,ก่อนหน้า  ,Noon  
6321,spaceExchange,Exchange  ,Đổi tiền,Tukar duit  ,Exchange  ,Tukar Uang,แลกเงิน  ,Palitan ng Pera  
6322,hasChange,Exchanged  ,Đã đổi,Telah ditukar  ,Exchanged  ,Telah Ditukar,แลกแล้ว  ,Napalitan na  
6323,todayNumber,Today's attempts:  ,Hôm nay số lần:,Bilangan hari ini:  ,Today's attempts:  ,Hari Ini Jumlah Kali:,จำนวนครั้งวันนี้:  ,Bilang ngayong araw:  
6324,transcriptTitle,Daily Dungeon  ,Phó bản hằng ngày,Misi harian  ,Daily Dungeon  ,Dungeon Harian,ดันเจี้ยนรายวัน  ,Daily Dungeon  
6325,doubleReward,Double Rewards  ,Phần thưởng gấp đôi,Hadiah berganda  ,Double Rewards  ,Hadiah Ganda,รางวัลสองเท่า  ,Double Reward  
6326,additionalNumber,Additional Attempts  ,Số lần bổ sung,Bilangan tambahan  ,Additional Attempts  ,Jumlah Kali Tambahan,จำนวนครั้งเสริม  ,Karagdagang Bilang  
6328,spaceChallenge,Challenge  ,Thách thức,Cabaran  ,Challenge  ,Tantangan,ท้าทาย  ,Hamunin  
6329,GoldTranscript,Gold Map  ,Bản đồ tiền vàng,Peta wang emas  ,Gold Map  ,Peta Uang Emas,แผนที่ทอง  ,Mapa ng Gintong Gantimpala  
6330,expTranscript,Experience Dungeon  ,Kinh nghiệm phó bản,Pengalaman misi  ,Experience Dungeon  ,Pengalaman Dungeon,ดันเจี้ยนค่าประสบการณ์  ,Dungeon ng Karanasan  
6331,materialTranscript,Material Dungeon  ,Vật liệu phó bản,Bahan misi  ,Material Dungeon  ,Bahan Dungeon,ดันเจี้ยนวัสดุ  ,Dungeon ng Materyales  
6332,currentLevelNotAvailable,Level not sufficient  ,Cấp bậc chưa đủ,Tahap tidak cukup  ,Level not sufficient  ,Level Belum Cukup,เลเวลไม่ถึง  ,Hindi sapat ang antas  
6333,notPerfectClearanceNextLevel,Level not cleared yet  ,Lên một cấp chưa thông quan,Naik satu tahap tidak lulus  ,Level not cleared yet  ,Naik Satu Level Belum Selesai,ยังไม่ผ่านด่านเลื่อนขั้น  ,Hindi pa nakumpleto ang stage para mag-level up  
6334,arenaCoinNotEnoughNotBuy,"Insufficient battle currency, cannot purchase  ","Thi đấu tiền tệ không đủ, không thể mua","Mata wang pertandingan tidak cukup, tidak boleh beli  ","Insufficient battle currency, cannot purchase  ","Kehilangan Mata Uang Tidak Cukup, Tidak Bisa Membeli",เหรียญต่อสู้ไม่พอ ไม่สามารถซื้อได้  ,"Walang sapat na currency, hindi makakabili  "
