VariableName,name_cn,name_tw,name_vn,name,name_en,name_th,name_in,name_ph,name_ma,type,showType,sortVal,totalCount,totalVal,date,conditionType,conditionNum,tipText_cn,tipText_vn,tipText,tipText_en,tipText_th,tipText_in,tipText_ph,tipText_ma,goto
106,,,"Chiến lực tăng vọt đạt 4,000,000","Power surged to 4,000,000","Power surged to 4,000,000","พลังต่อสู้พุ่งทะลุ 4,000,000","พลังต่อสู้พุ่งทะลุ 4,000,000","Tumaas ang lakas sa 4,000,000","Kekuatan melonjak ke 4,000,000",,,38,,{rmb=100},,97,4000000,,Cần đạt chiến lực 4000000,"Need to reach 4,000,000 power  ","Need to reach 4,000,000 power  ","ต้องมีพลังรบถึง 4,000,000  ",Harus mencapai 4.000.000 kekuatan  ,"Kailangang maabot ang 4,000,000 na lakas  ","Perlu capai kuasa 4,000,000  ",
107,,,"Chiến lực tăng vọt đạt 4,500,000","Power surged to 4,500,000","Power surged to 4,500,000","พลังต่อสู้พุ่งทะลุ 4,500,000","พลังต่อสู้พุ่งทะลุ 4,500,000","Tumaas ang lakas sa 4,500,000","Kekuatan melonjak ke 4,500,000",,,39,,{rmb=100},,97,4500000,,Cần đạt chiến lực 4500000,"Need to reach 4,500,000 power  ","Need to reach 4,500,000 power  ","ต้องมีพลังรบถึง 4,500,000  ",Harus mencapai 4.500.000 kekuatan  ,"Kailangang maabot ang 4,500,000 na lakas  ","Perlu capai kuasa 4,500,000  ",
108,,,"Chiến lực tăng vọt đạt 5,000,000","Power surged to 5,000,000","Power surged to 5,000,000","พลังต่อสู้พุ่งทะลุ 5,000,000","พลังต่อสู้พุ่งทะลุ 5,000,000","Tumaas ang lakas sa 5,000,000","Kekuatan melonjak ke 5,000,000",,,40,,{rmb=100},,97,5000000,,Cần đạt chiến lực 5000000,"Need to reach 5,000,000 power  ","Need to reach 5,000,000 power  ","ต้องมีพลังรบถึง 5,000,000  ",Harus mencapai 5.000.000 kekuatan  ,"Kailangang maabot ang 5,000,000 na lakas  ","Perlu capai kuasa 5,000,000  ",
109,,,"Chiến lực tăng vọt đạt 5,500,000","Power surged to 5,500,000","Power surged to 5,500,000","พลังต่อสู้พุ่งทะลุ 5,500,000","พลังต่อสู้พุ่งทะลุ 5,500,000","Tumaas ang lakas sa 5,500,000","Kekuatan melonjak ke 5,500,000",,,41,,{rmb=100},,97,5500000,,Cần đạt chiến lực 5500000,"Need to reach 5,500,000 power  ","Need to reach 5,500,000 power  ","ต้องมีพลังรบถึง 5,500,000  ",Harus mencapai 5.500.000 kekuatan  ,"Kailangang maabot ang 5,500,000 na lakas  ","Perlu capai kuasa 5,500,000  ",
110,,,"Chiến lực tăng vọt đạt 6,000,000","Power surged to 6,000,000","Power surged to 6,000,000","พลังต่อสู้พุ่งทะลุ 6,000,000","พลังต่อสู้พุ่งทะลุ 6,000,000","Tumaas ang lakas sa 6,000,000","Kekuatan melonjak ke 6,000,000",,,42,,{rmb=100},,97,6000000,,Cần đạt chiến lực 6000000,"Need to reach 6,000,000 power  ","Need to reach 6,000,000 power  ","ต้องมีพลังรบถึง 6,000,000  ",Harus mencapai 6.000.000 kekuatan  ,"Kailangang maabot ang 6,000,000 na lakas  ","Perlu capai kuasa 6,000,000  ",
111,,,"Chiến lực tăng vọt đạt 6,500,000","Power surged to 6,500,000","Power surged to 6,500,000","พลังต่อสู้พุ่งทะลุ 6,500,000","พลังต่อสู้พุ่งทะลุ 6,500,000","Tumaas ang lakas sa 6,500,000","Kekuatan melonjak ke 6,500,000",,,43,,{rmb=100},,97,6500000,,Cần đạt chiến lực 6500000,"Need to reach 6,500,000 power  ","Need to reach 6,500,000 power  ","ต้องมีพลังรบถึง 6,500,000  ",Harus mencapai 6.500.000 kekuatan  ,"Kailangang maabot ang 6,500,000 na lakas  ","Perlu capai kuasa 6,500,000  ",
112,,,"Chiến lực tăng vọt đạt 7,000,000","Power surged to 7,000,000","Power surged to 7,000,000","พลังต่อสู้พุ่งทะลุ 7,000,000","พลังต่อสู้พุ่งทะลุ 7,000,000","Tumaas ang lakas sa 7,000,000","Kekuatan melonjak ke 7,000,000",,,44,,{rmb=100},,97,7000000,,Cần đạt chiến lực 7000000,"Need to reach 7,000,000 power  ","Need to reach 7,000,000 power  ","ต้องมีพลังรบถึง 7,000,000  ",Harus mencapai 7.000.000 kekuatan  ,"Kailangang maabot ang 7,000,000 na lakas  ","Perlu capai kuasa 7,000,000  ",
113,,,"Chiến lực tăng vọt đạt 7,500,000","Power surged to 7,500,000","Power surged to 7,500,000","พลังต่อสู้พุ่งทะลุ 7,500,000","พลังต่อสู้พุ่งทะลุ 7,500,000","Tumaas ang lakas sa 7,500,000","Kekuatan melonjak ke 7,500,000",,,45,,{rmb=100},,97,7500000,,Cần đạt chiến lực 7500000,"Need to reach 7,500,000 power  ","Need to reach 7,500,000 power  ","ต้องมีพลังรบถึง 7,500,000  ",Harus mencapai 7.500.000 kekuatan  ,"Kailangang maabot ang 7,500,000 na lakas  ","Perlu capai kuasa 7,500,000  ",
114,,,"Chiến lực tăng vọt đạt 8,000,000","Power surged to 8,000,000","Power surged to 8,000,000","พลังต่อสู้พุ่งทะลุ 8,000,000","พลังต่อสู้พุ่งทะลุ 8,000,000","Tumaas ang lakas sa 8,000,000","Kekuatan melonjak ke 8,000,000",,,46,,{rmb=100},,97,8000000,,Cần đạt chiến lực 8000000,"Need to reach 8,000,000 power  ","Need to reach 8,000,000 power  ","ต้องมีพลังรบถึง 8,000,000  ",Harus mencapai 8.000.000 kekuatan  ,"Kailangang maabot ang 8,000,000 na lakas  ","Perlu capai kuasa 8,000,000  ",
115,,,"Chiến lực tăng vọt đạt 8,500,000","Power surged to 8,500,000","Power surged to 8,500,000","พลังต่อสู้พุ่งทะลุ 8,500,000","พลังต่อสู้พุ่งทะลุ 8,500,000","Tumaas ang lakas sa 8,500,000","Kekuatan melonjak ke 8,500,000",,,47,,{rmb=100},,97,8500000,,Cần đạt chiến lực 8500000,"Need to reach 8,500,000 power  ","Need to reach 8,500,000 power  ","ต้องมีพลังรบถึง 8,500,000  ",Harus mencapai 8.500.000 kekuatan  ,"Kailangang maabot ang 8,500,000 na lakas  ","Perlu capai kuasa 8,500,000  ",
116,,,"Chiến lực tăng vọt đạt 9,000,000","Power surged to 9,000,000","Power surged to 9,000,000","พลังต่อสู้พุ่งทะลุ 9,000,000","พลังต่อสู้พุ่งทะลุ 9,000,000","Tumaas ang lakas sa 9,000,000","Kekuatan melonjak ke 9,000,000",,,48,,{rmb=100},,97,9000000,,Cần đạt chiến lực 9000000,"Need to reach 9,000,000 power  ","Need to reach 9,000,000 power  ","ต้องมีพลังรบถึง 9,000,000  ",Harus mencapai 9.000.000 kekuatan  ,"Kailangang maabot ang 9,000,000 na lakas  ","Perlu capai kuasa 9,000,000  ",
117,,,"Chiến lực tăng vọt đạt 9,500,000","Power surged to 9,500,000","Power surged to 9,500,000","พลังต่อสู้พุ่งทะลุ 9,500,000","พลังต่อสู้พุ่งทะลุ 9,500,000","Tumaas ang lakas sa 9,500,000","Kekuatan melonjak ke 9,500,000",,,49,,{rmb=100},,97,9500000,,Cần đạt chiến lực 9500000,"Need to reach 9,500,000 power  ","Need to reach 9,500,000 power  ","ต้องมีพลังรบถึง 9,500,000  ",Harus mencapai 9.500.000 kekuatan  ,"Kailangang maabot ang 9,500,000 na lakas  ","Perlu capai kuasa 9,500,000  ",
118,,,"Chiến lực tăng vọt đạt 10,000,000","Power surged to 10,000,000","Power surged to 10,000,000","พลังต่อสู้พุ่งทะลุ 10,000,000","พลังต่อสู้พุ่งทะลุ 10,000,000","Tumaas ang lakas sa 10,000,000","Kekuatan melonjak ke 10,000,000",,,50,,{rmb=100},,97,10000000,,Cần đạt chiến lực 10000000,"Need to reach 10,000,000 power","Need to reach 10,000,000 power","ต้องมีพลังรบถึง 10,000,000",Harus mencapai 10.000.000 kekuatan,"Kailangang maabot ang 10,000,000 na lakas","Perlu capai kuasa 10,000,000",
241,,,Hoàn thành phụ bản chính tuyến 21-10,Completed main quest 21-10,Completed main quest 21-10,เคลียร์ดันเจี้ยนหลัก 21-10,เคลียร์ดันเจี้ยนหลัก 21-10,Natapos ang pangunahing dungeon 21-10,Selesaikan dungeon utama 21-10,,,7,,{rmb=100},,2,12110,,,,,,,,,12110
242,,,Hoàn thành phụ bản chính tuyến 22-10,Completed main quest 22-10,Completed main quest 22-10,เคลียร์ดันเจี้ยนหลัก 22-10,เคลียร์ดันเจี้ยนหลัก 22-10,Natapos ang pangunahing dungeon 22-10,Selesaikan dungeon utama 22-10,,,7,,{rmb=100},,2,12210,,,,,,,,,12210
